name,price,socket,ram_type,ram_slots_count
Gigabyte X399 Designare EX,27299,19,2,8
Gigabyte X470 Aorus Gaming 5 WiFi,11703,18,2,4
Gigabyte X470 Aorus Gaming 7 WiFi,82,18,2,4
"Gigabyte X470 Aorus Ultra Gaming, AMD X470",8329,18,2,4
"Gigabyte X570 Aorus Master, AMD X570",25899,18,2,4
"Gigabyte X570 Aorus Ultra, AMD X570",20789,18,2,4
"Gigabyte X570 Aorus Xtreme, AMD X570",33599,18,2,4
"Gigabyte X570 UD, AMD X570",11199,18,2,4
Gigabyte X570S Aero G,0,18,2,4
Gigabyte X570S Aorus Elite,13999,18,2,4
Gigabyte X570S Aorus Master,0,18,2,4
Gigabyte X570S Aorus Pro AX,0,18,2,4
Gigabyte X570S UD,0,18,2,4
GIGABYTE X670 Gaming X AX,0,22,3,4
GIGABYTE X670E AORUS Master,34299,22,3,4
GIGABYTE X670E AORUS Xtreme,0,22,3,4
Gigabyte Z170-HD3P,9041,6,2,4
Gigabyte Z170M-D3H,7870,6,2,4
Gigabyte Z170MX-Gaming 5,9589,6,2,4
Gigabyte Z170N-WIFI,0,6,2,2
Gigabyte Z170X Gaming 7-EK,0,6,2,4
Gigabyte Z170X Ultra Gaming,9450,6,2,4
Gigabyte Z170X-Designare,15043,6,2,4
Gigabyte Z170X-Gaming 3-EU,0,6,2,4
Gigabyte Z170X-Gaming 7,0,6,2,4
Gigabyte Z170X-SOC Force,0,6,2,4
Gigabyte Z170XP-SLI,0,6,2,4
Gigabyte Z270M-D3H,8399,6,2,4
Gigabyte Z270N-WIFI,10499,6,2,2
Gigabyte Z270X-UD3,11400,6,2,4
Gigabyte Z370 Aorus Gaming 3,0,6,2,4
Gigabyte Z370 Aorus Gaming 5,0,6,2,4
Gigabyte Z370 Aorus Gaming 7,10499,6,2,4
Gigabyte Z370 Aorus Gaming 7 + 32GB Optane,10499,6,2,4
Gigabyte Z370 Aorus Gaming K3,0,6,2,4
Gigabyte Z370 Aorus Ultra Gaming,8959,6,2,4
Gigabyte Z370 Aorus Ultra Gaming 2.0,0,6,2,4
Gigabyte Z370 Aorus Ultra Gaming 2.0 + 32GB Optane,0,6,2,4
Gigabyte Z370 Aorus Ultra Gaming WiFi,8959,6,2,4
Gigabyte Z370 Aorus Ultra Gaming Wifi + 32GB Optane,11899,6,2,4
Gigabyte Z370 HD3 + 32GB Optane,0,6,2,4
Gigabyte Z370-HD3,0,6,2,4
Gigabyte Z370-HD3P,0,6,2,4
Gigabyte Z370M-D3H,0,6,2,4
Gigabyte Z370N-WIFI,0,6,2,2
Gigabyte Z390 Aorus Elite,9799,6,2,4
Gigabyte Z390 Aorus Master,11899,6,2,4
Gigabyte Z390 Aorus Master G2 Edition,0,6,2,4
Gigabyte Z390 Aorus Pro,10499,6,2,4
Gigabyte Z390 Aorus Pro WiFi,11899,6,2,4
Gigabyte Z390 Aorus Ultra,17499,6,2,4
Gigabyte Z390 Aorus Xtreme,38499,6,2,4
Gigabyte Z390 Aorus Xtreme Waterforce,62999,6,2,4
Gigabyte Z390 D,18899,6,2,4
Gigabyte Z390 Designare,11899,6,2,4
Gigabyte Z390 Gaming SLI,14347,6,2,4
Gigabyte Z390 Gaming X,8189,6,2,4
Gigabyte Z390 M,9939,6,2,4
Gigabyte Z390 M Gaming,9932,6,2,4
Gigabyte Z490 Aorus Master,16799,8,2,4
Gigabyte Z490 Aorus Pro AX,20930,8,2,4
Gigabyte Z490 Aorus Ultra,0,8,2,4
Gigabyte Z490 Aorus Ultra G2,0,8,2,4
Gigabyte Z490 Aorus XTreme,0,8,2,4
Gigabyte Z490 Aorus XTreme Waterforce,0,8,2,4
Gigabyte Z490 Gaming X,0,8,2,4
Gigabyte Z490 Gaming X AX,0,8,2,4
Gigabyte Z490 UD,10989,8,2,4
Gigabyte Z490 UD AC,11830,8,2,4
Gigabyte Z490 Vision D,0,8,2,4
Gigabyte Z490M,0,8,2,4
Gigabyte Z490M Gaming X,0,8,2,4
Gigabyte Z590 Aorus Elite AX,14279,8,2,4
Gigabyte Z590 Aorus Master,9099,8,2,4
Gigabyte Z590 Aorus Pro AX,11899,8,2,4
Gigabyte Z590 Aorus Ultra,0,8,2,4
Gigabyte Z590 Aorus XTreme,0,8,2,4
Gigabyte Z590 Aorus Xtreme Waterforce,0,8,2,4
Gigabyte Z590 D,0,8,2,4
Gigabyte Z590 Gaming X,0,8,2,4
Gigabyte Z590 UD AC,14699,8,2,4
Gigabyte Z590 Vision D,13299,8,2,4
Gigabyte Z590 Vision G,16099,8,2,4
Gigabyte Z590I Aorus Ultra,16099,8,2,2
Gigabyte Z590I Vision D,13999,8,2,2
Gigabyte Z590M,0,8,2,4
Gigabyte Z590M Gaming X,0,8,2,4
Gigabyte Z690 Aero G,0,9,3,4
Gigabyte Z690 Aorus Elite AX,20299,9,3,4
Gigabyte Z690 Aorus Tachyon,0,9,3,2
Gigabyte Z690 Aorus Ultra,0,9,3,4
Gigabyte Z690 Aorus Xtreme,0,9,3,4
Gigabyte Z690 Aorus Xtreme WB,0,9,3,4
Gigabyte Z690 Gaming X,0,9,3,4
Gigabyte Z690 Gaming X DDR4,15280,9,2,4
Gigabyte Z690 UD,0,9,3,4
Gigabyte Z690 UD DDR4,0,9,2,4
Gigabyte Z690I Aorus Ultra,0,9,3,2
Gigabyte Z690M A Elite AX DDR4,0,9,2,4
Gigabyte Z690M DS3H DDR4,0,9,2,4
GIGABYTE Z790 Aorus Elite AX,0,9,3,4
MSI 970 Gaming,0,13,1,4
MSI 970A Gaming Pro Carbons,0,13,1,4
MSI 970A-G43 Plus,0,13,1,4
MSI 990FXA Gaming,0,13,1,4
MSI A320M Bazooka,0,18,2,4
MSI A320M Grenade,0,18,2,2
"MSI A320M-A Pro Max, socket AM4",0,18,2,2
"MSI A320M-A Pro, socket AM4",3849,18,2,2
MSI A520M Pro,4899,18,2,2
MSI A520M PRO-VH,0,18,2,2
MSI A520M Vector WiFi,6299,18,2,2
MSI A520M-A Pro,4899,18,2,2
MSI A68HM-E33 V2,3499,16,1,2
MSI A88XM-E35 V2,0,16,1,2
MSI B150 Gaming M3,0,6,2,4
MSI B150 PC Mate,5389,6,2,4
MSI B150A Gaming Pro,0,6,2,4
MSI B150I Gaming Pro,0,6,2,2
MSI B150M Bazooka Plus,0,6,2,4
MSI B150M ECO USB3.1/SATA600/HDMI/DVI/VGA B150,0,6,2,2
MSI B150M Gaming Pro,0,6,2,2
MSI B150M Grenade USB3.1/HDMI/DVI/VGA/Turbo M.2 B150,0,6,2,2
MSI B150M Mortar Arctic,0,6,2,4
MSI B150M Night Elf,0,6,2,4
MSI B150M PRO-DDP,0,6,2,4
MSI B250 Gaming M3,0,6,2,4
MSI B250 Gaming Pro Carbon,0,6,2,4
MSI B250 KRAIT Gaming,0,6,2,4
MSI B250 PC MATE,0,6,2,4
MSI B250I Gaming Pro AC,0,6,2,2
MSI B250I Pro,0,6,2,2
MSI B250M Gaming Pro,0,6,2,2
MSI B250M Mortar Arctic,0,6,2,4
MSI B250M Pro-VD,0,6,2,2
MSI B250M Pro-VH,0,6,2,2
MSI B350 Gaming Pro Carbon,0,18,2,4
MSI B350 Krait Gaming,0,18,2,4
MSI B350 PC Mate,0,18,2,4
MSI B350 Tomahawk Arctic,0,18,2,4
MSI B350I Pro AC,0,18,2,2
MSI B350M Gaming Pro,0,18,2,2
MSI B350M Mortar,0,18,2,4
MSI B350M Mortar Arctic,0,18,2,4
MSI B350M Pro-VDH,0,18,2,4
MSI B360 Gaming Plus,6999,6,2,4
MSI B360 Gaming Pro Carbon,0,6,2,4
MSI B360-A Pro,0,6,2,4
MSI B360I Gaming Pro AC,0,6,2,2
MSI B360M Bazooka,0,6,2,4
MSI B360M Gaming Plus,0,6,2,2
MSI B360M Mortar Titanium,0,6,2,4
MSI B360M Pro-VD,0,6,2,2
MSI B360M Pro-VDH,7493,6,2,4
MSI B360M Pro-VH,0,6,2,2
"MSI B365M Pro-VH, socket 1151",3378,6,2,2
MSI B450 Gaming Plus,6582,18,2,4
"MSI B450 Gaming Pro Carbon AC, AMD B450",11199,18,2,4
MSI B450 Tomahawk Max II,7349,18,2,4
"MSI B450-A Pro Max, AMD B450-, socket AM4",6299,18,2,4
"MSI B450M Bazooka V2, AMD B450",0,18,2,4
MSI B450M Gaming Plus,6299,18,2,2
MSI B450M Pro-M2,5004,18,2,2
"MSI B450M Pro-M2 Max, AMD B450-, socket AM4",0,18,2,2
MSI B450M Pro-VDH,0,18,2,4
MSI B450M-A Pro Max,4479,18,2,2
MSI B460I Gaming Edge WiFi,10499,8,2,2
MSI B460M Pro,0,8,2,2
MSI B460M Pro-VDH WiFi,0,8,2,4
MSI B550M PRO,0,18,2,2
MSI B550M Pro-VDH,0,18,2,4
MSI B550M Pro-VDH WiFi,8364,18,2,4
MSI B560M Pro,5949,8,2,2
MSI B560M Pro WiFi,0,8,2,2
MSI B560M Pro-VDH,8399,8,2,4
MSI B560M Pro-VDH WiFi,0,8,2,4
MSI B560M-A Pro,0,8,2,2
MSI C236A Workstation USB3.1/M.2/DVI/HDMI/VGA,0,6,2,4
MSI C236M Workstation USB3.1/SATAe/DVI/HDMI/VGA,0,6,2,4
MSI Creator X299,82,7,2,8
MSI H110I Pro,0,6,2,2
MSI H110M ECO USB3.1/HDMI/DVI/VGA,0,6,2,2
MSI H110M Gaming,0,6,2,2
MSI H110M Grenade USB3.1 (Typ C)/DVI/VGA/HDMI/M.2,0,6,2,2
MSI H110M Pro-D USB3.1/DVI,0,6,2,2
MSI H110M PRO-VDP,0,6,2,2
MSI H110M Pro-VH USB3.1/VGA/HDMI,0,6,2,2
MSI H170 GAMING M3 USB3.1/HDMI/DVI/M.2/SATAe H170,0,6,2,4
MSI H170A Gaming Pro,0,6,2,4
MSI H170A PC Mate,0,6,2,4
MSI H170I Pro AC,0,6,2,2
MSI H170M Pro-DH,0,6,2,4
MSI H170M Pro-VDH,0,6,2,4
MSI H170M Pro-VDH D3 USB3.1/SATAe/R/VGA/HDMI/DVI H170,0,6,1,4
MSI H170M-A Pro,0,6,2,4
MSI H270 Gaming M3,0,6,2,4
MSI H270 Gaming Pro Carbon,0,6,2,4
MSI H270 PC MATE,0,6,2,4
MSI H270 Tomahawk ARCTIC,0,6,2,4
MSI H270I Gaming Pro AC,0,6,2,2
MSI H270M Bazooka,0,6,2,4
MSI H310-A Pro,5599,6,2,2
MSI H310M Gaming Plus,0,6,2,2
MSI H310M Pro-M2,4199,6,2,2
"MSI H310M Pro-M2 Plus, socket 1151",0,6,2,2
MSI H310M Pro-VD,0,6,2,2
"MSI H310M Pro-VD Plus, socket 1151",0,6,2,2
MSI H370 Gaming Plus,0,6,2,4
MSI H370 Gaming Pro Carbon,0,6,2,4
MSI H370M Bazooka,0,6,2,4
MSI H410M-A Pro,0,8,2,2
MSI H510I Pro WiFi,9099,8,2,2
MSI H510M Pro,0,8,2,2
MSI H510M-A Pro,0,8,2,2
MSI MAG B460 Tomahawk,0,8,2,4
MSI MAG B460M Bazooka,0,8,2,4
MSI MAG B460M Mortar,0,8,2,4
MSI MAG B460M Mortar WiFi,0,8,2,4
MSI MAG B550 Tomahawk,11899,18,2,4
MSI MAG B550M Bazooka,0,18,2,4
MSI MAG B550M Mortar,10780,18,2,4
MSI MAG B550M Mortar WiFi,11899,18,2,4
MSI MAG B560 Tomahawk WiFi,0,8,2,4
MSI MAG B560 Torpedo,0,8,2,4
MSI MAG B560M Bazooka,9799,8,2,4
MSI MAG B560M Mortar,7699,8,2,4
MSI MAG B560M Mortar WiFi,0,8,2,4
MSI MAG B660 TOMAHAWK WIFI,0,9,3,4
MSI MAG B660 TOMAHAWK WIFI DDR4,13299,9,2,4
MSI MAG B660M BAZOOKA DDR4,9099,9,2,4
MSI MAG B660M MORTAR,0,9,3,4
MSI MAG B660M MORTAR DDR4,0,9,2,4
MSI MAG B660M MORTAR WIFI,0,9,3,4
MSI MAG H670 TOMAHAWK WIFI DDR4,0,9,2,4
MSI MAG X570S Tomahawk WiFi,16099,18,2,4
MSI MAG X570S Torpedo Max,0,18,2,4
MSI MAG Z390 Tomahawk,11163,6,2,4
MSI MAG Z390M Mortar,0,6,2,4
MSI MAG Z490 Tomahawk,9099,8,2,4
MSI MAG Z590 Tomahawk WiFi,10499,8,2,4
MSI MAG Z590 Torpedo,15578,8,2,4
MSI MAG Z690M Mortar WiFi,0,9,3,4
MSI MEG B550 Unify,19853,18,2,4
MSI MEG B550 Unify-X,0,18,2,2
"MSI MEG X570 ACE, AMD X570",27999,18,2,4
"MSI MEG X570 Godlike, AMD X570",48999,18,2,4
"MSI MEG X570 Unifiy, AMD X570-, socket AM4",20999,18,2,4
MSI MEG X570S ACE Max,26728,18,2,4
MSI MEG X570S Unify-X Max,0,18,2,2
MSI MEG Z390 ACE,20131,6,2,4
MSI MEG Z390 Godlike,40558,6,2,4
MSI MEG Z490 ACE,19599,8,2,4
MSI MEG Z490 Godlike,31499,8,2,4
MSI MEG Z590 ACE,18899,8,2,4
MSI MEG Z590 ACE Gold Edition,16799,8,2,4
MSI MEG Z590 Godlike,0,8,2,4
MSI MEG Z590 Unify,0,8,2,4
MSI MEG Z590 Unify-X,0,8,2,2
MSI MEG Z590I Unify,25899,8,2,2
MSI MEG Z690 ACE,0,9,3,4
MSI MEG Z690 Godlike,0,9,3,4
MSI MEG Z690 Unifiy,0,9,3,4
MSI MEG Z690 Unify-X,0,9,3,2
MSI MEG Z690I Unify,0,9,3,2
MSI MPG B550 Gaming Carbon WiFi,0,18,2,4
MSI MPG B550 Gaming Edge WiFi,0,18,2,4
MSI MPG B550 Gaming Plus,0,18,2,4
MSI MPG B550I Gaming Edge Max WiFi,0,18,2,2
MSI MPG B550I Gaming Edge WiFi,0,18,2,2
MSI MPG B560I Gaming Edge WiFi,10499,8,2,2
"MSI MPG X570 Gaming Edge WiFi, AMD X570",13649,18,2,4
"MSI MPG X570 Gaming Plus, AMD X570",11899,18,2,4
"MSI MPG X570 Gaming Pro Carbon WiFi, AMD X570",18199,18,2,4
MSI MPG X570S Carbon EK X,0,18,2,4
MSI MPG X570S Carbon Max WiFi,18899,18,2,4
MSI MPG X570S Edge Max WiFi,16099,18,2,4
MSI MPG Z390 Gaming Edge AC,11339,6,2,4
MSI MPG Z390 Gaming Plus,9449,6,2,4
MSI MPG Z390 Gaming Pro Carbon,13886,6,2,4
MSI MPG Z390 Gaming Pro Carbon AC,8399,6,2,4
MSI MPG Z390I Gaming Edge AC,11129,6,2,2
MSI MPG Z390M Gaming Edge AC,12669,6,2,4
MSI MPG Z490 Carbon EK X,0,8,2,4
MSI MPG Z490 Gaming Carbon WiFi,0,8,2,4
MSI MPG Z490 Gaming Edge WiFi,9799,8,2,4
MSI MPG Z490 Gaming Plus,9099,8,2,4
MSI MPG Z590 Gaming Carbon WiFi,12599,8,2,4
MSI MPG Z590 Gaming Edge WiFi,13299,8,2,4
MSI MPG Z590 Gaming Force,8399,8,2,4
MSI MPG Z590 Gaming Plus,7699,8,2,4
MSI MPG Z590M Gaming Edge Wifi,0,8,2,4
MSI MPG Z690 CARBON EK X,0,9,3,4
MSI MPG Z690 Carbon WiFi,0,9,3,4
MSI MPG Z690 Edge WiFi,0,9,3,4
MSI MPG Z690 Edge WiFi DDR4,0,9,2,4
MSI MPG Z690 Force WiFi,0,9,3,4
"MSI Prestige X570 Creation, AMD X570",34999,18,2,4
MSI PRO B660M-A DDR4,9799,9,2,4
MSI PRO B660M-A WIFI DDR4,10499,9,2,4
MSI PRO B660M-B DDR4,0,9,2,2
MSI PRO B660M-E DDR4,0,9,2,2
MSI PRO B660M-G DDR4,6999,9,2,2
MSI Pro B760-P WiFi DDR4,0,9,2,4
MSI Pro B760M-A WiFi DDR4,10499,9,2,4
MSI Pro B760M-G DDR4,0,9,2,2
MSI PRO H410M-B,0,8,2,2
MSI PRO H610M-B DDR4,0,9,2,2
MSI PRO H610M-G DDR4,0,9,2,2
MSI Pro X670-P Wifi,19949,22,3,4
MSI Pro Z690-A WiFi,0,9,3,4
MSI Pro Z690-P DDR4,0,9,2,4
MSI X299 Gaming M7 ACK,0,7,2,8
MSI X299 Gaming Pro Carbon,23099,7,2,8
MSI X299 Gaming Pro Carbon AC,0,7,2,8
MSI X299 PRO,0,7,2,8
MSI X299 Pro 10G,0,7,2,8
MSI X299 Raider,0,7,2,8
MSI X299 SLI Plus,0,7,2,8
MSI X299 Tomahawk,0,7,2,8
MSI X299 Tomahawk AC,0,7,2,8
MSI X299 Tomahawk Arctic,0,7,2,8
MSI X299 XPower Gaming AC,0,7,2,8
MSI X370 Gaming Plus,0,18,2,4
MSI X370 Gaming Pro,11060,18,2,4
MSI X370 Gaming Pro Carbon,8329,18,2,4
MSI X370 Krait Gaming,0,18,2,4
MSI X370 SLI Plus,0,18,2,4
MSI X370 Xpower Gaming Titanium,13930,18,2,4
MSI X399 SLI Plus,30851,19,2,8
MSI X470 Gaming M7 AC,0,18,2,4
MSI X470 Gaming Plus,0,18,2,4
"MSI X470 Gaming Plus Max, AMD X470-, socket AM4",7699,18,2,4
MSI X470 Gaming Pro,11840,18,2,4
MSI X470 Gaming Pro Carbon,0,18,2,4
MSI X470 Gaming Pro Carbon AC,0,18,2,4
"MSI X470 Gaming Pro Max, AMD X470-, socket AM4",0,18,2,4
"MSI X570-A Pro, AMD X570",11199,18,2,4
MSI Z170A Gaming M3,0,6,2,4
MSI Z170A Gaming M5,0,6,2,4
MSI Z170A Gaming Pro Carbon,0,6,2,4
MSI Z170A Krait Gaming 3X,0,6,2,4
MSI Z170A MPower Gaming Titanium,0,6,2,4
MSI Z170A SLI,0,6,2,4
MSI Z170A SLI Plus,0,6,2,4
MSI Z170A Tomahawk USB3.1/DVI/HDMI/M.2/SATAe,0,6,2,4
MSI Z170A XPower Gaming Titanium,0,6,2,4
MSI Z170I Gaming Pro AC,0,6,2,2
MSI Z170M Mortar,0,6,2,4
MSI Z270 Gaming M3,0,6,2,4
MSI Z270 Gaming M5,0,6,2,4
MSI Z270 Gaming M7,17499,6,2,4
MSI Z270 Gaming Pro,0,6,2,4
MSI Z270 Mpower Gaming Titanium,0,6,2,4
MSI Z270 Tomahawk Arctic,0,6,2,4
MSI Z270I Gaming Pro Carbon AC,11900,6,2,2
MSI Z270M Mortar,0,6,2,4
MSI Z370 Gaming M5,0,6,2,4
MSI Z370 Gaming Pro Carbon,0,6,2,4
MSI Z370 Gaming Pro Carbon AC,0,6,2,4
MSI Z370 Godlike Gaming,0,6,2,4
MSI Z370 Krait Gaming,0,6,2,4
MSI Z370 PC Pro,9712,6,2,4
MSI Z370 Tomahawk,0,6,2,4
MSI Z370I Gaming Pro Carbon AC,0,6,2,2
MSI Z370M Gaming Pro AC,0,6,2,4
MSI Z390-A Pro,9099,6,2,4
MSI Z490-A Pro,7769,8,2,4
MSI Z590 Pro WiFi,13299,8,2,4
MSI Z590-A Pro,11899,8,2,4
"NZXT N7 Z370, black",16804,6,2,4
"NZXT N7 Z370, white",19565,6,2,4
"NZXT N7 Z390 Intel Z390 , black",0,6,2,4
"NZXT N7 Z390 Intel Z390 , white",17499,6,2,4
Supermicro Supero C7Z370-CG-L Single,13230,6,2,4
