name;price;v_ram_size;frequency
Sapphire Pulse Radeon RX 6600 Gaming;17499;8;2044
Aorus RTX 3070 Master;44099;8;1845
ASUS GeForce RTX 3050 Dual;0;8;1852
ASUS GeForce RTX 3050 Phoenix;0;8;1807
ASUS GeForce RTX 3050 ROG Strix;0;8;1890
ASUS GeForce RTX 3060 Dual LHR;0;12;1807
ASUS GeForce RTX 3060 Dual OC;0;12;1867
ASUS GeForce RTX 3060 Phoenix V2 12G LHR;32381;12;1807
ASUS GeForce RTX 3060 ROG Strix;0;12;1807
ASUS GeForce RTX 3060 ROG Strix LHR;0;12;1912
ASUS GeForce RTX 3060 ROG Strix OC;0;12;1912
ASUS GeForce RTX 3060 Ti Dual Mini V2 O8G LHR;0;8;1680
ASUS GeForce RTX 3060 Ti Dual V2 O8G LHR;0;8;1740
ASUS GeForce RTX 3060 Ti ROG Strix V2 O8G LHR;0;8;0
ASUS GeForce RTX 3060 Ti TUF V2 8G LHR;0;8;1695
ASUS GeForce RTX 3060 Ti TUF V2 O8G LHR;0;8;1755
ASUS GeForce RTX 3060 TUF;0;12;1807
ASUS GeForce RTX 3060 TUF LHR;32381;12;1882
ASUS GeForce RTX 3060 TUF OC;0;12;1882
ASUS GeForce RTX 3070 Dual V2 O8G LHR;0;8;0
ASUS GeForce RTX 3070 Noctua Edition;0;8;1815
ASUS GeForce RTX 3070 ROG Strix 8G White LHR;0;8;0
ASUS GeForce RTX 3070 ROG Strix O8G White LHR;0;8;0
ASUS GeForce RTX 3070 ROG Strix V2 O8G LHR;0;8;0
ASUS GeForce RTX 3070 Ti ROG Strix;0;8;1800
ASUS GeForce RTX 3070 Ti ROG Strix OC;0;8;1875
ASUS GeForce RTX 3070 Ti TUF O8G LHR;0;8;1815
ASUS GeForce RTX 3070 TUF V2 O8G LHR;0;8;0
ASUS GeForce RTX 3080 Noctua;0;10;1815
ASUS GeForce RTX 3080 ROG Strix 1;0;10;0
ASUS GeForce RTX 3080 ROG Strix O1;0;10;0
ASUS GeForce RTX 3080 ROG Strix V2 10G LHR;0;10;0
ASUS GeForce RTX 3080 ROG Strix V2 O10G LHR;0;10;0
ASUS GeForce RTX 3080 Ti ROG Strix O12G;0;12;1845
ASUS GeForce RTX 3080 Ti TUF;0;12;1695
ASUS GeForce RTX 3080 Ti TUF O12G;0;12;1785
ASUS GeForce RTX 3080 TUF Gaming 1;0;10;0
ASUS GeForce RTX 3080 TUF Gaming O1;0;10;0
ASUS GeForce RTX 3080 TUF V2 10G LHR;0;10;0
ASUS GeForce RTX 3080 TUF V2 O10G LHR;0;10;0
ASUS GeForce RTX 3090 ROG Strix 2;0;24;0
ASUS GeForce RTX 3090 ROG Strix O2;0;24;0
ASUS GeForce RTX 3090 Ti ROG Strix LC;0;24;1950
ASUS GeForce RTX 3090 Ti TUF;0;24;0
ASUS GeForce RTX 3090 TUF Gaming 2;0;24;0
ASUS GeForce RTX 3090 TUF Gaming O2;0;24;0
ASUS Radeon RX 6500 XT Dual;0;4;2815
ASUS Radeon RX 6500 XT TUF;0;4;2815
ASUS Radeon RX 6600 Dual;0;8;0
ASUS Radeon RX 6600 XT Dual OC;0;8;0
ASUS Radeon RX 6600 XT ROG Strix OC;44068;8;0
ASUS Radeon RX 6650 XT Dual;0;8;0
ASUS Radeon RX 6700 XT Dual;0;12;2581
ASUS Radeon RX 6700 XT Dual (rev2);0;12;2622
ASUS Radeon RX 6700 XT ROG Strix O12G;0;12;2622
ASUS Radeon RX 6700 XT TUF O12G;62999;12;2622
ASUS Radeon RX 6750 XT Dual;0;12;0
ASUS Radeon RX 6750 XT ROG Strix;0;12;0
ASUS Radeon RX 6800;0;16;2105
ASUS Radeon RX 6800 ROG Strix;0;16;2190
ASUS Radeon RX 6800 TUF;0;16;2190
ASUS Radeon RX 6800 XT TUF;0;16;2340
ASUS Radeon RX 6900 XT ROG Strix LC;0;16;2365
ASUS Radeon RX 6900 XT ROG Strix Top Edition;0;16;2525
ASUS Radeon RX 6900 XT TUF Gaming Top;0;16;2390
ASUS Radeon RX 6900 XT TUF OC;0;16;2310
ASUS RTX 3070 Dual OC;0;8;0
ASUS RTX 3070 TUF;0;8;0
EVGA GeForce RTX 3060 Ti FTW3 Black Gaming;0;8;1710
EVGA GeForce RTX 3060 Ti FTW3 Gaming;0;8;1710
EVGA GeForce RTX 3060 Ti FTW3 Ultra Gaming;34999;8;1800
EVGA GeForce RTX 3060 Ti FTW3 Ultra Gaming LHR;37799;8;1800
EVGA GeForce RTX 3060 Ti XC Black Gaming;0;8;1665
EVGA GeForce RTX 3060 Ti XC Gaming;32199;8;1710
EVGA GeForce RTX 3060 XC Gaming;27999;12;1882
EVGA GeForce RTX 3070 FTW3 Ultra Gaming LHR;41999;8;0
EVGA GeForce RTX 3070 Ti FTW3 Ultra Gaming LHR;47599;8;1860
EVGA GeForce RTX 3070 Ti XC3 Ultra Gaming LHR;46899;8;1815
EVGA GeForce RTX 3080 FTW3 Gaming;60199;10;1710
EVGA GeForce RTX 3080 FTW3 Ultra Gaming;62999;10;1800
EVGA GeForce RTX 3080 FTW3 Ultra Gaming LHR;54599;10;1800
EVGA GeForce RTX 3080 FTW3 Ultra Hybrid Gaming;0;10;1800
EVGA GeForce RTX 3080 Ti FTW3 Gaming;0;12;1775
EVGA GeForce RTX 3080 Ti FTW3 Ultra Gaming;99399;12;1800
EVGA GeForce RTX 3080 Ti FTW3 Ultra Hybrid Gaming LHR;0;12;1800
EVGA GeForce RTX 3080 Ti XC3 Ultra Gaming;80499;12;1725
EVGA GeForce RTX 3080 Ti XC3 Ultra Hybrid Gaming LHR;0;12;1725
EVGA GeForce RTX 3080 XC3 Black Gaming;55999;10;1710
EVGA GeForce RTX 3080 XC3 Black Gaming LHR;0;10;1710
EVGA GeForce RTX 3080 XC3 Gaming;57399;10;1710
EVGA GeForce RTX 3080 XC3 Ultra Gaming;53899;10;0
EVGA GeForce RTX 3080 XC3 Ultra Gaming LHR;0;10;1755
EVGA GeForce RTX 3080 XC3 Ultra Hybrid Gaming;0;10;1755
EVGA GeForce RTX 3090 FTW3 Ultra Gaming;87499;24;1800
EVGA GeForce RTX 3090 FTW3 Ultra Hybrid Gaming;0;24;1800
EVGA GeForce RTX 3090 K|NGP|N Hybrid Gaming;0;24;1920
EVGA GeForce RTX 3090 Ti FTW3;97999;24;1890
EVGA GeForce RTX 3090 Ti FTW3 Black;139999;24;1860
EVGA GeForce RTX 3090 Ti FTW3 Ultra;139999;24;1920
EVGA GeForce RTX 3090 XC3 Black Gaming;0;24;1695
EVGA GeForce RTX 3090 XC3 Gaming;0;24;1695
EVGA GeForce RTX 3090 XC3 Ultra Gaming;86099;24;1740
EVGA GeForce RTX 3090 XC3 Ultra Hybrid Gaming;0;24;1725
EVGA RTX 3070 FTW3;0;8;1770
EVGA RTX 3070 FTW3 Ultra;47599;8;1815
EVGA RTX 3070 XC3;0;8;1725
EVGA RTX 3070 XC3 Black Gaming;41999;8;1725
EVGA RTX 3070 XC3 Ultra Gaming;44799;8;1770
Gigabyte Aorus GeForce RTX 3050 Elite;0;8;1860
Gigabyte Aorus GeForce RTX 3060 Elite 12G LHR;30799;12;1867
Gigabyte Aorus GeForce RTX 3060 Ti Elite 8G LHR;0;8;1750
Gigabyte Aorus GeForce RTX 3060 Ti Master;0;8;0
Gigabyte Aorus GeForce RTX 3070 Master 8G LHR;43399;8;0
Gigabyte Aorus GeForce RTX 3080 Master 10G LHR;0;10;1845
Gigabyte Aorus GeForce RTX 3080 Ti Master 12G LHR;90999;12;1770
Gigabyte Aorus Radeon RX 6700 XT Elite;35769;12;2622
Gigabyte Aorus Radeon RX 6750 XT Elite;0;12;0
Gigabyte Aorus Radeon RX 6800 Master;78749;16;2190
Gigabyte Aorus Radeon RX 6800 XT Master;93309;16;2310
Gigabyte GeForce RTX 3050 Eagle;20299;8;1777
Gigabyte GeForce RTX 3050 Eagle OC;20999;8;1792
Gigabyte GeForce RTX 3050 Gaming OC;20999;8;1822
Gigabyte GeForce RTX 3060 Eagle;0;12;1777
Gigabyte GeForce RTX 3060 Eagle 12G LHR;0;12;1777
Gigabyte GeForce RTX 3060 Eagle OC;32199;12;1807
Gigabyte GeForce RTX 3060 Eagle OC 12G LHR;0;12;1807
Gigabyte GeForce RTX 3060 Elite;34019;12;1867
Gigabyte GeForce RTX 3060 Gaming OC;30799;12;1837
Gigabyte GeForce RTX 3060 Gaming OC 12G LHR;27299;12;1837
Gigabyte GeForce RTX 3060 Ti Eagle;0;8;1665
Gigabyte GeForce RTX 3060 Ti Eagle 8G LHR;0;8;1665
Gigabyte GeForce RTX 3060 Ti Eagle OC;40599;8;0
Gigabyte GeForce RTX 3060 Ti Eagle OC 8G LHR;34999;8;1695
Gigabyte GeForce RTX 3060 Ti Gaming OC;41999;8;0
Gigabyte GeForce RTX 3060 Ti Gaming OC 8G LHR;31499;8;1740
Gigabyte GeForce RTX 3060 Ti Gaming OC Pro;0;8;0
Gigabyte GeForce RTX 3060 Ti Gaming OC Pro 8G LHR;31499;8;1770
Gigabyte GeForce RTX 3060 Ti Vision OC 8G LHR;0;8;1755
Gigabyte GeForce RTX 3060 Vision OC;37799;12;1837
Gigabyte GeForce RTX 3060 Vision OC 12G LHR;28699;12;1837
Gigabyte GeForce RTX 3070 Eagle 8G LHR;0;8;0
Gigabyte GeForce RTX 3070 Eagle OC 8G LHR;0;8;1770
Gigabyte GeForce RTX 3070 Gaming OC 8G LHR;0;8;0
Gigabyte GeForce RTX 3070 Ti Eagle OC;55999;8;1800
Gigabyte GeForce RTX 3070 Ti Gaming OC;44799;8;1830
Gigabyte GeForce RTX 3070 Ti Master;51099;8;1875
Gigabyte GeForce RTX 3070 Ti Vision OC;47249;8;1830
Gigabyte GeForce RTX 3070 Vision OC 8G LHR;0;8;0
Gigabyte GeForce RTX 3080 Eagle 10G LHR;0;10;1710
Gigabyte GeForce RTX 3080 Eagle OC;0;10;0
Gigabyte GeForce RTX 3080 Eagle OC 1;73499;10;1755
Gigabyte GeForce RTX 3080 Gaming OC 1;68039;10;1800
Gigabyte GeForce RTX 3080 Gaming OC 10G LHR;0;10;1800
Gigabyte GeForce RTX 3080 Gaming OC Waterforce WB 10G LHR;0;10;1800
Gigabyte GeForce RTX 3080 Ti Eagle OC 12G LHR;74199;12;1680
Gigabyte GeForce RTX 3080 Ti Gaming OC;65099;12;1710
Gigabyte GeForce RTX 3080 Ti Vision OC;56069;12;1710
Gigabyte GeForce RTX 3080 Vision OC 10G LHR;0;10;1800
Gigabyte GeForce RTX 3090 Gaming OC;83999;24;1755
Gigabyte GeForce RTX 3090 Ti Gaming;104930;24;1860
Gigabyte GeForce RTX 3090 Ti Gaming OC;104999;24;1905
Gigabyte Radeon RX 6500 XT Eagle;12599;4;2815
Gigabyte Radeon RX 6500 XT Gaming OC;12599;4;2825
Gigabyte Radeon RX 6600 Eagle;16799;8;2491
Gigabyte Radeon RX 6600 XT Eagle;33249;8;0
Gigabyte Radeon RX 6600 XT Gaming OC;38499;8;0
Gigabyte Radeon RX 6600 XT Gaming Pro OC;38569;8;0
Gigabyte Radeon RX 6650 XT Eagle;26599;8;2635
Gigabyte Radeon RX 6650 XT Gaming OC;0;8;2593
Gigabyte Radeon RX 6700 XT;0;12;2581
Gigabyte Radeon RX 6700 XT Eagle;25899;12;2581
Gigabyte Radeon RX 6700 XT Eagle OC;60899;12;2581
Gigabyte Radeon RX 6700 XT Gaming OC;59618;12;2622
Gigabyte Radeon RX 6750 XT Gaming OC;0;12;0
Gigabyte Radeon RX 6800 Gaming OC;31499;16;2155
Gigabyte Radeon RX 6800 XT Gaming OC;39899;16;2285
Gigabyte Radeon RX 6900 XT;0;16;2250
Gigabyte Radeon RX 6900 XT Gaming OC;87499;16;2285
Gigabyte Radeon RX 6900 XT Master;0;16;2335
Gigabyte Radeon RX 6950 XT GAMING OC;0;16;0
Gigabyte RTX 3070 Eagle;34999;8;1725
Gigabyte RTX 3070 Eagle OC;39899;8;1770
Gigabyte RTX 3070 Gaming OC;47249;8;1815
Gigabyte RTX 3070 Vision OC;47389;8;1815
INNO3D GeForce RTX 3050 Gaming OC X2;0;8;1830
INNO3D GeForce RTX 3050 Twin X2;0;8;1777
INNO3D GeForce RTX 3050 Twin X2 OC;0;8;1822
INNO3D GeForce RTX 3060 iChill X3;0;12;1837
INNO3D GeForce RTX 3060 iChill X3 Red LHR;0;12;1725
INNO3D GeForce RTX 3060 Ti iChill X3 Red LHR;0;8;1725
INNO3D GeForce RTX 3060 Ti Twin X2 LHR;0;8;1665
INNO3D GeForce RTX 3060 Ti Twin X2 OC LHR;0;8;1680
INNO3D GeForce RTX 3060 Twin X2 OC;0;12;1792
INNO3D GeForce RTX 3060 Twin X2 OC LHR;0;12;1792
INNO3D GeForce RTX 3070 iChill X3 LHR;0;8;1785
INNO3D GeForce RTX 3070 iChill X4 LHR;0;8;1785
INNO3D GeForce RTX 3070 Ti iChill X3;0;8;1830
INNO3D GeForce RTX 3070 Ti iChill X3 OC;0;8;1785
INNO3D GeForce RTX 3070 Ti iChill X4;0;8;1830
INNO3D GeForce RTX 3070 Twin X2 OC LHR;0;8;1740
INNO3D GeForce RTX 3080 iChill Frostbite LHR;0;10;1770
INNO3D GeForce RTX 3080 iChill X3 LHR;0;10;1725
INNO3D GeForce RTX 3080 iChill X4 LHR;0;10;1725
INNO3D GeForce RTX 3080 Ti iChill Black LHR;0;12;1710
INNO3D GeForce RTX 3080 Ti iChill X3 LHR;0;12;1710
INNO3D GeForce RTX 3080 Ti X3 LHR;0;0;1665
INNO3D GeForce RTX 3080 Ti X3 OC LHR;0;12;1680
INNO3D GeForce RTX 3080 Twin X2 OC LHR;0;10;1725
INNO3D GeForce RTX 3080 X3 LHR;0;10;0
INNO3D GeForce RTX 3080 X3 OC LHR;0;10;1725
INNO3D GeForce RTX 3090 Gaming X3;0;24;1695
INNO3D GeForce RTX 3090 iChill Frostbite;0;24;1755
INNO3D GeForce RTX 3090 iChill X3;0;24;1755
INNO3D GeForce RTX 3090 iChill X4;0;24;1755
INNO3D GeForce RTX 3090 Ti X3 OC;0;24;1890
INNO3D GeForce RTX 3090 X3;0;24;1695
INNO3D RTX 3070 iChill X3;0;8;1785
INNO3D RTX 3070 iChill X4;0;8;1785
MSI GeForce RTX 3050 Aero ITX;0;8;0
MSI GeForce RTX 3050 Aero ITX 8G OC;20649;8;1845
MSI GeForce RTX 3050 Gaming X;23099;8;0
MSI GeForce RTX 3050 Ventus 2X;0;8;0
MSI GeForce RTX 3050 Ventus 2X 8G OC;21699;8;0
MSI GeForce RTX 3060 Gaming X;26599;12;1837
MSI GeForce RTX 3060 Gaming X Trio;0;12;1875
MSI GeForce RTX 3060 Gaming Z Trio 12G LHR;0;12;1867
MSI GeForce RTX 3060 Ti Gaming X 8G LHR;34930;8;1770
MSI GeForce RTX 3060 Ti Gaming X Trio;0;8;1830
MSI GeForce RTX 3060 Ti Gaming Z Trio 8G LHR;46549;8;1845
MSI GeForce RTX 3060 Ti Ventus 2X 8G OCV1 LHR;32899;8;1695
MSI GeForce RTX 3060 Ti Ventus 2X OC;0;8;1695
MSI GeForce RTX 3060 Ti Ventus 3X 8G OC LHR;27032;8;1695
MSI GeForce RTX 3060 Ti Ventus 3X OC;0;8;1695
MSI GeForce RTX 3060 Ventus 2X;25549;12;1807
MSI GeForce RTX 3060 Ventus 3X OC;26249;12;1807
MSI GeForce RTX 3070 Gaming Trio Plus 8G LHR;0;8;1770
MSI GeForce RTX 3070 Gaming Z Trio 8G LHR;39899;8;0
MSI GeForce RTX 3070 Suprim X 8G LHR;0;8;1905
MSI GeForce RTX 3070 Ti Gaming X Trio;47599;8;1830
MSI GeForce RTX 3070 Ti Suprim X;54433;8;1875
MSI GeForce RTX 3070 Ti Ventus 3X 8G LHR;0;8;1800
MSI GeForce RTX 3070 Ti Ventus 3X 8G OC LHR;45499;8;1800
MSI GeForce RTX 3070 Ventus 2X 8G OC LHR;0;8;0
MSI GeForce RTX 3070 Ventus 3X 8G OC LHR;0;8;0
MSI GeForce RTX 3070 Ventus 3X Plus 8G OC LHR;41299;8;0
MSI GeForce RTX 3080 Gaming X Trio 1;0;10;1815
MSI GeForce RTX 3080 Gaming Z Trio 10G LHR;55299;10;1830
MSI GeForce RTX 3080 Suprim X 10G LHR;0;10;1905
MSI GeForce RTX 3080 Ti Gaming X Trio;72799;12;1770
MSI GeForce RTX 3080 Ti Suprim X;0;12;1845
MSI GeForce RTX 3080 Ti Ventus 3X 12G LHR;0;12;1665
MSI GeForce RTX 3080 Ti Ventus 3X 12G OC;51799;12;1695
MSI GeForce RTX 3080 Ventus 3X 10G OC;0;10;1740
MSI GeForce RTX 3080 Ventus 3X PLUS 10G LHR;0;10;0
MSI GeForce RTX 3080 Ventus 3X Plus 10G OC LHR;53899;10;1740
MSI GeForce RTX 3090 Gaming X Trio 2;0;24;0
MSI GeForce RTX 3090 Suprim;0;24;1860
MSI GeForce RTX 3090 Suprim X;0;24;1860
MSI GeForce RTX 3090 Ti Black Trio;0;24;1860
MSI GeForce RTX 3090 Ti Gaming X Trio;100099;24;0
MSI GeForce RTX 3090 Ti Suprim X;102199;24;1950
MSI GeForce RTX 3090 Ventus 3X 24G OC;0;24;0
MSI Radeon RX 6500 XT Mech 2X OC;11549;4;2825
MSI Radeon RX 6600 Mech 2X;18899;8;2491
MSI Radeon RX 6600 XT Gaming X;0;8;0
MSI Radeon RX 6600 XT Mech 2X;23449;8;0
MSI Radeon RX 6650 XT Gaming X;26599;8;2694
MSI Radeon RX 6650 XT Mech 2X 8G OC;19599;8;2635
MSI Radeon RX 6700 XT Gaming X;33599;12;0
MSI Radeon RX 6700 XT Mech 2X;25899;12;2581
MSI Radeon RX 6700 XT Mech 2X OC;34299;12;2620
MSI Radeon RX 6750 XT Gaming X Trio;39199;12;2618
MSI Radeon RX 6750 XT Mech 2X 12G OC;29049;12;2618
MSI Radeon RX 6800;0;16;2105
MSI Radeon RX 6800 Gaming X Trio;0;16;2155
MSI Radeon RX 6800 XT;0;16;2250
MSI Radeon RX 6800 XT Gaming Trio;0;16;2250
MSI Radeon RX 6800 XT Gaming Z Trio;45499;16;2310
MSI Radeon RX 6900 XT Gaming X Trio;0;16;2340
MSI Radeon RX 6900 XT Gaming Z Trio;0;16;2425
MSI Radeon RX 6950 XT Gaming X Trio;55999;16;2454
Palit GeForce RTX 3090 GamingPro OC;0;24;1725
PNY GeForce RTX 3060 XLR8 Gaming Revel EPIC-X RGB;27082;12;1777
PNY GeForce RTX 3060 XLR8 Gaming Revel EPIC-X RGB Single Fan;25899;12;1777
PNY GeForce RTX 3080 XLR8 Gaming EPIC-X RGB;55999;10;1710
PNY GeForce RTX 3090 XLR8 Gaming EPIC-X RGB;122499;24;0
PNY RTX 3070 Dual;41999;8;1725
PNY RTX 3070 XL8R Gaming Revel Epic-X RGB;47599;8;1725
Sapphire GearBox 500 Grafikkartengehäuse - Thunderbolt 3 inkl. Pulse RX 6600 XT;0;8;2593
Sapphire Nitro+ Radeon RX 6600 XT;0;8;0
Sapphire Nitro+ Radeon RX 6650 XT Gaming OC;0;8;2694
Sapphire Nitro+ Radeon RX 6700 XT OC;30799;12;2622
Sapphire Nitro+ Radeon RX 6750 XT Gaming OC;0;12;2623
Sapphire Nitro+ Radeon RX 6800 OC;0;16;2190
Sapphire Nitro+ Radeon RX 6800 XT OC SE;0;16;2360
Sapphire Nitro+ Radeon RX 6900 XT OC;0;16;2250
Sapphire Nitro+ Radeon RX 6900 XT Special Edition;0;16;2365
Sapphire Nitro+ Radeon RX 6950 XT Gaming OC;0;16;2324
Sapphire Nitro+ Radeon RX 6950 XT Pure Gaming OC;0;16;2368
Sapphire Pulse Radeon RX 6500 XT Gaming OC;11899;4;2825
Sapphire Pulse Radeon RX 6600 XT;0;8;0
Sapphire Pulse Radeon RX 6650 XT Gaming OC;0;8;2635
Sapphire Pulse Radeon RX 6700;0;10;2495
Sapphire Pulse Radeon RX 6700 XT;0;12;2581
Sapphire Pulse Radeon RX 6700 XT OC;0;12;2615
Sapphire Pulse Radeon RX 6750 XT Gaming OC;0;12;2618
Sapphire Pulse Radeon RX 6800 OC;0;16;2170
Sapphire Pulse Radeon RX 6800 XT Gaming OC;0;16;2310
Sapphire Radeon RX 6800;0;16;2105
Sapphire Toxic Radeon RX 6900 XT Air Cooled;0;16;2425
Sapphire Toxic Radeon RX 6950 XT LE Gaming OC;0;16;2532
ZOTAC GAMING GeForce RTX 3050 AMP!;0;8;1830
ZOTAC GAMING GeForce RTX 3050 Twin Edge;0;8;1777
ZOTAC GAMING GeForce RTX 3050 Twin Edge OC;0;8;1807
ZOTAC GAMING GeForce RTX 3060 AMP! White Edition;0;12;1837
ZOTAC GAMING GeForce RTX 3060 Ti AMP! White Edition LHR;0;8;1755
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge;30799;8;1665
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge LHR;0;8;1665
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC;44099;8;1695
ZOTAC GAMING GeForce RTX 3060 Ti Twin Edge OC LHR;29329;8;1695
ZOTAC GAMING GeForce RTX 3060 Twin Edge;0;12;1777
ZOTAC GAMING GeForce RTX 3060 Twin Edge OC;24499;12;1807
ZOTAC GAMING GeForce RTX 3070 AMP! Holo LHR;0;8;0
ZOTAC GAMING GeForce RTX 3070 Ti AMP! Extreme Holo LHR;51099;8;1890
ZOTAC GAMING GeForce RTX 3070 Ti Trinity LHR;0;8;1770
ZOTAC GAMING GeForce RTX 3070 Ti Trinity OC LHR;0;8;1800
ZOTAC GAMING GeForce RTX 3070 Twin Edge LHR;0;8;0
ZOTAC GAMING GeForce RTX 3070 Twin Edge OC LHR;0;8;0
ZOTAC GAMING GeForce RTX 3070 Twin Edge OC LHR White Edition;0;8;0
ZOTAC GAMING GeForce RTX 3080 Ti AMP! Extreme Holo;62999;12;1785
ZOTAC GAMING GeForce RTX 3080 Ti AMP! Holo;0;12;1710
ZOTAC GAMING GeForce RTX 3080 Trinity;62999;10;1710
ZOTAC GAMING GeForce RTX 3080 Trinity AMP! Holo LHR;0;10;1770
ZOTAC GAMING GeForce RTX 3080 Trinity LHR;0;10;1710
ZOTAC GAMING GeForce RTX 3080 Trinity OC LHR;0;10;1725
ZOTAC GAMING GeForce RTX 3090 AMP! Extreme Holo;115545;24;1815
ZOTAC GAMING GeForce RTX 3090 ArcticStorm;87499;24;1695
ZOTAC GAMING GeForce RTX 3090 Ti AMP! Extreme Holo;86799;24;1890
ZOTAC GAMING GeForce RTX 3090 Trinity OC;0;24;1710
ZOTAC GAMING RTX 3070 Ti AMP! Holo;0;8;1830
Zotac Gaming RTX 3070 Twin Edge;0;8;1725
Zotac Gaming RTX 3070 Twin Edge OC;51099;8;1755
ZOTAC GeForce RTX 3080 Ti Trinity;0;12;1665
ZOTAC GeForce RTX 3080 Ti Trinity OC;115350;12;1695
ASRock Arc A380 Challenger ITX;8399;6;2250
ASRock Arc A750 Challenger D OC;16099;8;2250
ASRock Radeon VII;43259;16;1750
Asus AREZ PH RX 550 2G;8399;2;1071
Asus CERBERUS GTX 1050 O2G;10639;2;1544
Asus CERBERUS GTX 1050TI O4G;13762;4;1480
Asus DUAL GTX 1050 O2G;15257;2;1518
Asus DUAL GTX 1060 O3G;16659;3;1809
Asus DUAL GTX 1060 O6G;21065;6;1809
Asus DUAL RX 580 O4G;14699;4;1380
Asus DUAL RX 580 O8G;18923;8;1380
ASUS GeForce GT 1030;9586;2;0
ASUS GeForce GT 1030 2G;5599;2;0
ASUS GeForce GT 1030 Phoenix;0;2;0
ASUS GeForce GT 730;0;2;0
ASUS GeForce GTX 1050 2G;0;2;1455
ASUS GeForce GTX 1050 Expedition;0;2;1455
ASUS GeForce GTX 1050 Expedition O2G;0;2;1455
ASUS GeForce GTX 1050 STRIX 2G Gaming;0;2;1455
ASUS GeForce GTX 1050 STRIX O2G Gaming;0;2;1556
ASUS GeForce GTX 1050 Ti Cerberus;0;4;1455
ASUS GeForce GTX 1050 Ti DC2 O4G;0;4;1353
ASUS GeForce GTX 1050 Ti Expedition;0;4;1392
ASUS GeForce GTX 1050 Ti Expedition O4G;0;4;1455
ASUS GeForce GTX 1050 Ti PH;12599;4;1392
ASUS GeForce GTX 1050 Ti STRIX 4G Gaming;0;4;1392
ASUS GeForce GTX 1050 Ti STRIX O4G Gaming;19580;4;1493
ASUS GeForce GTX 1060 Dual 3G;0;3;1708
ASUS GeForce GTX 1060 Dual O3G;13540;3;1785
ASUS GeForce GTX 1060 Dual O6G;0;6;1785
ASUS GeForce GTX 1060 Expedition O6G;0;6;1785
ASUS GeForce GTX 1060 O6G 9 Gbps;0;6;1809
ASUS GeForce GTX 1060 STRIX O6G Gaming;0;6;1847
ASUS GeForce GTX 1060 Turbo 6G;0;6;1706
ASUS GeForce GTX 1070 Dual 8G;0;8;1721
ASUS GeForce GTX 1070 Dual O8G;28699;8;1771
ASUS GeForce GTX 1070 Expedition O8G;0;8;0
ASUS GeForce GTX 1070 STRIX 8G Gaming;0;8;1683
ASUS GeForce GTX 1070 STRIX O8G Gaming;26179;8;1835
ASUS GeForce GTX 1070 Ti Cerberus A8G;34999;8;1683
ASUS GeForce GTX 1070 Ti STRIX 8G Gaming;0;8;1683
ASUS GeForce GTX 1070 Ti STRIX A8G Gaming;0;8;1683
ASUS GeForce GTX 1070 Ti Turbo 8G;0;8;1683
ASUS GeForce GTX 1070 Turbo 8G;0;8;1683
ASUS GeForce GTX 1080 STRIX 8G Gaming;41992;8;1733
ASUS GeForce GTX 1080 STRIX A8G;0;8;1809
ASUS GeForce GTX 1080 STRIX O8G 11 Gbps;0;8;1835
ASUS GeForce GTX 1080 STRIX O8G Gaming;0;8;1898
ASUS GeForce GTX 1080 Ti Founders Edition;0;11;1582
ASUS GeForce GTX 1080 Ti STRIX 11G Gaming;0;11;1582
ASUS GeForce GTX 1080 Ti STRIX O11G Gaming;58099;11;1683
ASUS GeForce GTX 1080 Ti Turbo 11G;0;11;1582
ASUS GeForce GTX 1080 Turbo 8G;31499;8;1733
ASUS GeForce GTX 1650;0;4;1710
ASUS GeForce GTX 1650 Dual O4G, 4096 MB GDDR5;14826;4;1755
ASUS GeForce GTX 1650 Phoenix;0;4;0
ASUS GeForce GTX 1650 Phoenix O4G, 4096 MB GDDR5;14540;4;1710
ASUS GeForce GTX 1650 ROG STRIX A4G, 4096 MB GDDR5;0;4;1710
ASUS GeForce GTX 1650 ROG STRIX O4G, 4096 MB GDDR5;0;4;1860
ASUS GeForce GTX 1650 Super;11549;4;1770
ASUS GeForce GTX 1650 Super Advanced ROG Strix A;0;4;1740
ASUS GeForce GTX 1650 Super Phoenix;0;4;1725
ASUS GeForce GTX 1650 Super ROG Strix;0;4;1785
ASUS GeForce GTX 1650 Super TUF;0;4;1725
ASUS GeForce GTX 1650 Super TUF O4G Gaming;0;4;1770
ASUS GeForce GTX 1650 TUF;26563;4;1755
ASUS GeForce GTX 1650 TUF 4GD;0;4;1590
ASUS GeForce GTX 1650 TUF O4GD;0;4;1650
ASUS GeForce GTX 1660 Dual 6G Evo;0;6;1845
ASUS GeForce GTX 1660 Dual O6G Evo;0;6;1845
ASUS GeForce GTX 1660 Phoenix;0;6;0
ASUS GeForce GTX 1660 Super Dual O6G Evo;17768;6;0
ASUS GeForce GTX 1660 Super Mini;0;6;1860
ASUS GeForce GTX 1660 Super Phoenix;17768;6;0
ASUS GeForce GTX 1660 Super ROG Strix;0;6;1875
ASUS GeForce GTX 1660 Super ROG Strix A;0;6;1875
ASUS GeForce GTX 1660 Super TUF;16309;6;0
ASUS GeForce GTX 1660 Super TUF O6G Gaming;18899;6;1815
